Begin,Disapear,Text
"01:34:22,817","01:34:24,317
","- Dave, I've got-- - Watch yourself."
"01:34:24,400","01:34:26,692
","You've clearly decided that we were, why not--"
"01:34:26,775","01:34:29,317
","No. You don't... No, you don't need to grab my arm."
"01:34:32,984","01:34:34,942
","If we're guilty, why not give us a trial?"
"01:34:35,025","01:34:38,525
","I mean, I have sat here for six months and watched you!"
"01:34:38,609","01:34:40,942
",You don't need to grab my arm.
"01:34:41,025","01:34:43,234
",I have watched you. I've watched you--
"01:34:43,317","01:34:44,317
",Sir--
"01:34:47,150","01:34:49,525
",It's okay. He would not hurt a fly.
"01:34:49,609","01:34:51,192
",Take him out of here. Lock him up.
"01:34:54,650","01:34:55,859
",I hit him.
"01:34:57,609","01:34:58,859
",I'm sorry.
"01:35:08,025","01:35:09,067
",I'm sorry.
"01:35:42,942","01:35:45,775
",There's only one thing. There's one thing to do.
"01:35:46,484","01:35:47,859
",Solidarity with Dave.
"01:35:49,567","01:35:52,275
","Tomorrow, we go into court and get ourselves arrested."
"01:35:53,192","01:35:54,525
",We're already arrested.
"01:35:55,234","01:35:57,525
",Is Bill talking to you about taking the stand?
"01:35:58,150","01:36:01,025
",The press guys are saying Bill's been talking to you about it.
"01:36:01,109","01:36:02,442
",He's been talking about it.
"01:36:02,525","01:36:05,817
",He thinks you might get the crowd worked up with a position paper?
"01:36:05,900","01:36:09,400
",Maybe he thinks I won't try to get the crowd worked up at all.
"01:36:09,984","01:36:13,650
",Maybe he thinks there are jurors who relied on the safety of the police
"01:36:13,734","01:36:15,900
","and are put off when someone calls them pigs,"
"01:36:15,984","01:36:18,400
",or maybe he wants a witness who dresses like a grown man.
"01:36:18,484","01:36:24,025
",The cops in this city in the summer of 1968 were pigs.
"01:36:24,609","01:36:26,734
",I wonder how many of them had kids in Vietnam.
"01:36:28,609","01:36:30,442
","He's gonna take the stand, not you?"
"01:36:30,525","01:36:32,275
",And we're okay with that?
"01:36:33,900","01:36:34,734
",Abbie?
"01:36:34,817","01:36:37,692
","What did you mean, the last thing I want is to end the war?"
"01:36:38,275","01:36:39,150
",What?
"01:36:39,234","01:36:43,359
","Centuries ago when the trial started, you said, why did I come to Chicago?"
"01:36:43,442","01:36:45,484
","And I said, ""To end the war."""
"01:36:45,567","01:36:48,317
","And then you turned to everyone and you said,"
"01:36:48,400","01:36:51,484
","""The last thing he wants is to end the war."""
"01:36:53,609","01:36:54,942
",What did you mean by that?
"01:36:55,484","01:36:57,484
",That you're making the most of your close-up.
"01:36:57,567","01:36:58,650
",Yeah...
"01:36:58,734","01:37:01,275
","- No more war, no Abbie Hoffman. - What's your problem with me?"
"01:37:01,859","01:37:03,859
",I wish people would stop asking me that.
"01:37:03,942","01:37:06,067
",- Dave wouldn't want us to-- - Answer it.
"01:37:06,150","01:37:07,234
",One time.
"01:37:08,025","01:37:12,734
",All right. My problem is that for the next 50 years
"01:37:12,817","01:37:15,942
","when people think of progressive politics, they're gonna think of you."
"01:37:16,025","01:37:18,775
",They're gonna think of you and your idiot followers
"01:37:18,859","01:37:22,400
",passing out daisies to soldiers and trying to levitate the Pentagon.
"01:37:22,484","01:37:25,442
","So they're not gonna think of equality or justice,"
"01:37:25,525","01:37:29,067
",they're not gonna think of education or poverty or progress.
"01:37:29,150","01:37:31,942
","They're gonna think of a bunch of stoned, lost,"
"01:37:32,025","01:37:35,567
","disrespectful, foul-mouthed, lawless losers,"
"01:37:36,150","01:37:37,734
",and so we'll lose elections.
"01:37:38,817","01:37:39,817
",All because of me?
"01:37:40,692","01:37:41,525
",Yeah.
"01:37:41,609","01:37:44,317
",Winning elections is the first thing on your wish list?
"01:37:44,400","01:37:48,484
","Equality, justice, education, poverty and progress, they're second?"
"01:37:49,067","01:37:52,400
","If you don't win elections, it doesn't matter what's second."
"01:37:52,942","01:37:57,025
",And it is astonishing to me that someone still has to explain that to you.
"01:37:57,109","01:37:58,109
",Okay.
"01:37:58,817","01:38:01,400
","Okay, so, uh, Jerry was talking about standing--"
"01:38:01,484","01:38:02,692
",We don't have any money.
"01:38:02,775","01:38:03,984
","I'm sorry, what?"
"01:38:04,067","01:38:05,567
",We don't have any money.
"01:38:06,484","01:38:09,817
","So I stage stunts, and cameras come and microphones come,"
"01:38:09,900","01:38:13,567
",and it's astonishing that someone still has to explain that to you.
"01:38:13,650","01:38:16,192
",You're trading a cow for magic beans.
"01:38:16,275","01:38:17,859
",That ended up working.
"01:38:17,942","01:38:19,067
",What?
"01:38:19,150","01:38:21,942
",The magic beans. There was a giant up there.
"01:38:22,025","01:38:23,025
","Oh, for fuck's--"
"01:38:23,900","01:38:27,317
",I can't remember what happened after that. The little boy may have gotten eaten--
"01:38:27,400","01:38:29,109
",The giant turned out to be nice.
"01:38:29,192","01:38:31,192
",- Are you sure? - No.
"01:38:31,275","01:38:33,900
",It's hard to believe the seven of us weren't able to end a war.
"01:38:33,984","01:38:35,109
",Let me ask you something...
"01:38:35,192","01:38:36,442
",You guys should shake hands.
"01:38:36,525","01:38:39,859
",Think Chicago would've gone differently if Kennedy got the nomination?
"01:38:39,942","01:38:41,484
",Do I...
"01:38:41,567","01:38:42,984
",- Just... - Yeah.
"01:38:43,609","01:38:46,692
","Yes, I do. I think the Irish guys would have sat down with Daley,"
"01:38:46,775","01:38:47,859
",and... Yes.
"01:38:47,942","01:38:49,734
",- I think so too. - Yeah?
"01:38:49,817","01:38:51,025
",That's why I was wondering.
"01:38:51,942","01:38:54,192
",Weren't you just a little bit happy
"01:38:54,275","01:38:57,067
",when the bullet ripped through his head?
"01:38:57,900","01:39:01,067
","No Chicago, no Tom Hayden."
"01:39:01,859","01:39:04,650
","I was one of the pallbearers, you fucking animal!"
"01:39:04,734","01:39:08,234
","That's right, we're not goin' to jail because of what we did,"
"01:39:08,317","01:39:10,067
",we're goin' to jail because of who we are!
"01:39:10,150","01:39:13,650
",Think about that the next time you shrug off cultural revolution.
"01:39:15,359","01:39:18,025
","We define winning differently, you and I."
"01:39:20,817","01:39:22,525
","Bill, you should've seen it."
"01:39:22,609","01:39:26,109
","Tom tried to beat me up, but through sheer force of intellectual superiority--"
"01:39:26,192","01:39:29,067
",Stop talking. Just stop talking.
"01:39:29,859","01:39:32,942
",Foran's office turned this over tonight.
"01:39:33,025","01:39:34,234
",In discovery.
"01:39:35,192","01:39:37,525
",It was given to them by somebody in the crowd.
"01:39:37,609","01:39:40,234
","No foul play, there are affidavits."
"01:39:40,984","01:39:42,900
",They really did just get this.
"01:39:42,984","01:39:43,984
",What's on the tape?
"01:39:44,067","01:39:47,025
",The sound of you starting the Chicago riot.
"01:39:49,317","01:39:50,317
",Hey. What?
"01:39:52,817","01:39:56,067
",Somebody had a tape recorder by the bandshell. They got you saying it.
"01:39:56,150","01:39:58,942
",It's a clear tape. You can't take the stand.
"01:39:59,025","01:40:00,665
",- I can handle Schultz and the tape. - No.
"01:40:00,692","01:40:02,317
","They'll play the tape anyway, right?"
"01:40:02,400","01:40:05,400
","If you take the stand, they'll make you answer for it, and you can't."
"01:40:06,275","01:40:09,442
",- They'd just cracked Rennie's head open. - So you started a riot.
"01:40:09,525","01:40:11,442
",- Defense rests. - They had just cracked--
"01:40:11,525","01:40:13,650
",- If blood is gonna flow... - Bill...
"01:40:13,734","01:40:15,525
",...let it flow all over the city.
"01:40:15,609","01:40:18,317
",- They'd just clubbed Rennie. - Everybody kept their cool.
"01:40:18,400","01:40:21,609
","Abbie, Dave... Shit, this guy kept his cool."
"01:40:21,692","01:40:23,150
",You're the one who lost it.
"01:40:23,234","01:40:24,692
",I can take the stand.
"01:40:25,442","01:40:28,359
",You wanna hear what cross from Schultz will sound like?
"01:40:28,442","01:40:30,775
",Sure. I'll show you what my answers will sound like.
"01:40:30,859","01:40:34,400
","They called him a radical, they called him a criminal!"
"01:40:35,067","01:40:37,942
","They called him ""Un-American."""
"01:40:38,025","01:40:41,275
","First of all, it turned out the guy climbing the flagpole was a kid."
"01:40:41,359","01:40:44,734
",It seems like you guys attract an awful lot of underage minors.
"01:40:44,817","01:40:46,734
",- Do you wanna object? - Objection.
"01:40:46,817","01:40:48,650
",- Overruled. - We attract the people
"01:40:48,734","01:40:51,025
",who have the most to lose by this war continuing.
"01:40:51,109","01:40:53,025
",I'm glad you brought that up. Did you serve?
"01:40:53,109","01:40:55,775
",I wasn't drafted. I didn't try to evade the...
"01:40:55,859","01:40:58,734
",- I had a high number. - High number? But you didn't enlist?
"01:40:58,817","01:41:01,150
","I did not volunteer to kill Vietnamese people, no."
"01:41:01,234","01:41:05,359
",You testified you saw at least six policemen start to go after the man...
"01:41:05,442","01:41:08,067
","Sorry, the kid who was climbing the flagpole?"
"01:41:08,150","01:41:09,400
",- Yes. - It was dark.
"01:41:09,484","01:41:12,650
","You were 100 yards away. What do you have, telescopic night-vision?"
"01:41:12,734","01:41:13,984
",There were floodlights.
"01:41:14,067","01:41:18,192
","And when they called him anti-American, he said, ""No,"
"01:41:18,275","01:41:24,025
",that ignominious distinction goes to those who mouth America's values
"01:41:24,900","01:41:27,192
","while breaking America's heart."""
"01:41:29,025","01:41:31,067
",I'd like to introduce you now
"01:41:31,150","01:41:33,025
",to Carl Oglesby of the SDS!
"01:41:33,109","01:41:34,817
",Come on!
"01:41:36,275","01:41:39,025
","Hey, it's all right. He's a kid. We'll get him down."
"01:41:41,734","01:41:43,984
",Isn't it great to be here in Chicago!
"01:41:47,817","01:41:49,942
",Come here. Son of a bitch!
"01:41:50,025","01:41:51,317
","Hey, leave the kid alone!"
"01:41:52,317","01:41:53,859
",- Hold him! - Hey!
"01:41:53,942","01:41:55,400
",Jesus! What is wrong with...
"01:41:55,484","01:41:57,484
",Rennie was trying to get the police off of the kid.
"01:41:57,567","01:41:59,025
","""Get the police off of the kid."""
"01:41:59,109","01:42:00,025
",- Yes. - How?
"01:42:00,109","01:42:01,817
",- He was-- - Grabbing them?
"01:42:01,900","01:42:04,234
",Get off of him! Hey! Get the--
"01:42:04,317","01:42:07,609
",I'd like to say to the cops back there that we're allowed to be here.
"01:42:07,692","01:42:10,109
",- We have permits for this. - And out of nowhere...
"01:42:12,317","01:42:15,775
",It was six armed police officers versus Rennie and a pocket protector.
"01:42:15,859","01:42:17,400
",I can understand that response.
"01:42:17,484","01:42:19,525
",How about your response? Let's press play.
"01:42:20,025","01:42:21,484
",We're gonna need medics...
"01:42:21,567","01:42:23,442
",The whole world is watching.
"01:42:23,525","01:42:27,025
",The whole world is watching!
"01:42:27,525","01:42:29,109
","They've just beaten Rennie, Dave."
"01:42:29,192","01:42:31,859
",Listen. We can still get everyone out of here safely.
"01:42:31,942","01:42:33,234
","No, we can't."
"01:42:33,317","01:42:36,734
",The whole world is watching!
"01:42:36,817","01:42:38,609
",The whole world is watching!
"01:42:39,109","01:42:42,317
",Dellinger tried to stop you from saying what you were about to say.
"01:42:42,400","01:42:43,775
",Tell them to stay calm.
"01:42:45,609","01:42:47,484
",- No. - The whole world is watching!
"01:42:47,567","01:42:49,817
",- Tom? - Did you tell 'em to stay calm?
"01:42:49,900","01:42:54,942
","Wait, Rennie Davis has just been beaten by the police."
"01:42:55,025","01:42:58,484
",Rennie's skull has been cracked open.
"01:42:58,567","01:43:01,067
",- Did you tell your crowd to stay calm-- - Bill--
"01:43:01,150","01:43:04,359
","I'm Richard Schultz, Tom. And John Mitchell told me to win."
"01:43:04,442","01:43:06,734
",Did you tell your crowd to stay calm or--
"01:43:06,817","01:43:08,525
",Yes. If blood is gonna flow...
"01:43:08,609","01:43:10,900
",...let it flow all over the city!
"01:43:10,984","01:43:13,442
","- God damn it! Tom! - If gas is gonna be used,"
"01:43:13,525","01:43:15,984
",let it come down all over Chicago!
"01:43:16,067","01:43:18,900
",We're going to the convention! Let's get on the streets!
"01:43:18,984","01:43:20,609
",Get on the street!
"01:43:21,734","01:43:25,442
","""If blood is gonna flow, let it flow all over the city."""
"01:43:26,067","01:43:28,942
","What was that, an order to start a peaceful demonstration?"
"01:43:34,692","01:43:37,609
","Once you had a moment to settle down, did you try and stop people?"
"01:43:47,942","01:43:50,692
",- Fuck you! - Get off him!
"01:43:59,275","01:44:02,317
",- You didn't try and stop anyone. - No.
"01:44:02,400","01:44:06,359
",The bridges! Head to the bridges! The bridges!
"01:44:06,442","01:44:08,525
",You told them to go to the footbridges.
"01:44:08,609","01:44:12,192
",The ones able to make it out of the park without getting arrested or maimed.
"01:44:12,275","01:44:14,859
","And those people, the ones you sent to the footbridges,"
"01:44:14,942","01:44:16,984
",did they know what was on the other side?
"01:44:24,525","01:44:26,692
",You are ordered to turn around immediately.
"01:44:26,775","01:44:28,942
",All access to the convention was blocked.
"01:44:29,025","01:44:31,650
",- By an armored division. - The Illinois National Guard.
"01:44:31,734","01:44:32,817
",They're the good guys.
"01:44:32,900","01:44:35,484
",Jeeps fitted with concertina wire called Daley dozers.
"01:44:37,817","01:44:39,692
",When did I stop being one of the good guys?
"01:44:39,775","01:44:42,817
",Let's find out. Were glass bottles thrown at the police?
"01:44:42,900","01:44:44,317
",We want justice!
"01:44:45,817","01:44:48,942
","No, don't approach! Stay back! Stay..."
"01:44:49,025","01:44:51,900
",Some people threw bottles. Dave was trying to shut it down.
"01:44:51,984","01:44:53,817
",We were frustrated. All three footbridges--
"01:44:53,900","01:44:56,692
","So you, Abbie, Jerry and 11 others eluded the police."
"01:44:56,775","01:44:59,400
",I wouldn't say we eluded them. We were fleeing from them.
"01:44:59,484","01:45:00,942
",Found an unguarded bridge...
"01:45:05,817","01:45:07,734
",Now here's where things got weird.
"01:45:07,817","01:45:11,734
","You, Abbie, Jerry and 11 others found the only way to the convention."
"01:45:12,484","01:45:15,275
","In the lobby of the Hilton, right next to the convention center,"
"01:45:15,359","01:45:17,775
",is a bar called the Haymarket Tavern.
"01:45:17,859","01:45:21,109
",The Haymarket Tavern is a watering hole
"01:45:21,192","01:45:23,609
",for Chicago's political class and their hookers.
"01:45:25,817","01:45:30,192
",And the place was packed to watch Humphrey getting the nomination a mile away.
"01:45:30,275","01:45:32,035
",From the House of Representatives
"01:45:32,067","01:45:34,359
","who represents the great state of Ohio,"
"01:45:34,442","01:45:36,525
",representative Wayne Hays to the stage.
"01:45:36,609","01:45:38,484
","Thank you, Mr. Chairman."
"01:45:38,567","01:45:41,234
","The great state of Ohio, the Buckeye State--"
"01:45:41,317","01:45:42,567
",The Buckeye State!
"01:45:43,484","01:45:47,609
",One side of the Haymarket Tavern is a picture window with smoked glass.
"01:45:47,692","01:45:49,900
",You can't see inside it from the street.
"01:45:50,859","01:45:52,484
","You made it through the riot police,"
"01:45:52,567","01:45:55,650
","tear gas, the National Guard, you're in sight of the convention center."
"01:46:01,984","01:46:05,150
",- Where we got trapped. - What's another word for trapped?
"01:46:06,234","01:46:08,317
",We were trapped between the window and the police.
"01:46:08,400","01:46:09,734
",What's another word for trapped?
"01:46:12,192","01:46:13,234
","Caught, right?"
"01:46:16,984","01:46:19,859
","Inside the bar, it's like the '60s never happened."
"01:46:19,942","01:46:23,359
","Outside the bar, the '60s were being performed"
"01:46:23,442","01:46:25,234
",for anyone who looked out of the window.
"01:46:26,025","01:46:27,567
",Anyone know what a buckeye is?
"01:46:27,650","01:46:28,900
",- Buckeye? - Yeah.
"01:46:28,984","01:46:31,359
",A buckeye is a nut. A poisonous nut.
"01:46:31,442","01:46:32,650
",Hey.
"01:46:33,317","01:46:35,859
",94 votes for Vice President Humphrey.
"01:46:35,942","01:46:38,609
",Am I the only one who sees what's going on out there?
"01:46:38,692","01:46:42,150
",And we see a cop do something you don't ever wanna see a cop do.
"01:46:47,859","01:46:52,859
","'60s outside the bar, '50s inside the bar."
"01:46:53,567","01:46:56,984
","And then, an unnecessary metaphor."
"01:46:57,067","01:46:58,067
",It's a nut.
"01:46:58,692","01:47:00,109
",- What? - A nut!
"01:47:02,609","01:47:04,109
",Were you resisting arrest?
"01:47:04,192","01:47:07,359
",- They pushed us through the window! - You overrun the riot police...
"01:47:07,442","01:47:08,942
",Which is more than Rennie can say!
"01:47:09,025","01:47:13,025
",Over 400 people admitted to area hospitals with severe injuries!
"01:47:13,109","01:47:17,900
",They had armored vehicles and bayonets! They took off their name tags and badges!
"01:47:17,984","01:47:21,400
",We were trying to protest peacefully at the fucking convention!
"01:47:35,692","01:47:37,359
",Hands behind your back.
"01:47:39,400","01:47:40,442
",Yeah.
"01:47:42,984","01:47:44,775
","Who started the riot, Tom?"
"01:47:50,984","01:47:51,984
",Our...
"01:47:53,192","01:47:54,192
",What?
"01:47:55,984","01:47:56,984
",Our...
"01:47:58,484","01:47:59,525
",Our blood.
"01:48:01,067","01:48:03,692
","""Our blood."""
"01:48:04,859","01:48:06,775
","""If our blood is gonna flow..."""
"01:48:07,900","01:48:09,567
","You meant to say,"
"01:48:10,525","01:48:13,984
","""If our blood is gonna flow, then let it flow all over the city."""
"01:48:14,067","01:48:15,484
",You didn't mean the cops.
"01:48:15,567","01:48:19,109
","You were saying, ""If they're gonna beat us up, everyone should see it."""
"01:48:24,525","01:48:25,775
",Jesus Christ!
"01:48:25,859","01:48:28,859
","You do this... He does this, it's a pattern."
"01:48:28,942","01:48:31,234
",Read his portion of the Port Huron Statement.
"01:48:31,317","01:48:36,234
",He implies possessive pronouns and uses vague noun modifiers.
"01:48:38,317","01:48:40,234
",You read the Port Huron Statement?
"01:48:40,317","01:48:41,984
",I've read everything you've published.
"01:48:43,984","01:48:44,817
",I didn't know that.
"01:48:44,900","01:48:46,317
",You're a talented guy.
"01:48:46,984","01:48:49,275
",- Except for the possessive pronouns. - I know.
"01:48:49,359","01:48:50,984
",And the vague noun modifiers.
"01:49:00,984","01:49:02,567
",Put Abbie on the stand instead.
"01:49:06,150","01:49:08,984
","Would you state your full name for the record, please?"
"01:49:09,567","01:49:10,567
",It's Abbie.
"01:49:11,192","01:49:12,192
",Last name.
"01:49:12,817","01:49:14,859
","My grandfather's name was Shaboysnakoff,"
"01:49:14,942","01:49:18,025
","but he was a Russian Jew protesting anti-Semitism,"
"01:49:18,109","01:49:21,275
",so he was assigned a name that would sound like yours.
"01:49:22,067","01:49:23,859
",What is your date of birth?
"01:49:23,942","01:49:26,359
","Psychologically, 1960."
"01:49:26,442","01:49:29,234
",What were you doing until 1960?
"01:49:29,317","01:49:32,484
",Nothing. I believe it's called an American education.
"01:49:33,775","01:49:36,650
",Why don't we just proceed with the testimony?
"01:49:36,734","01:49:37,900
",Sure.
"01:49:37,984","01:49:40,859
","Abbie, do you know why you're on trial here?"
"01:49:42,150","01:49:45,025
",We carried certain ideas across state lines.
"01:49:46,192","01:49:49,109
",Not machine guns or drugs or little girls.
"01:49:49,192","01:49:50,400
",Ideas.
"01:49:51,442","01:49:54,150
",When we crossed from New York to New Jersey to Pennsylvania
"01:49:54,234","01:49:57,775
","to Ohio to Illinois, we had certain ideas."
"01:49:57,859","01:49:59,192
","And for that,"
"01:50:00,067","01:50:03,359
","we were gassed, beaten, arrested and put on trial."
"01:50:03,442","01:50:04,317
",Okay.
"01:50:04,400","01:50:09,192
","In 1861, Lincoln said in his inaugural address,"
"01:50:09,942","01:50:12,692
","""When the people shall grow weary of their constitutional right"
"01:50:12,775","01:50:13,942
","to amend their government,"
"01:50:14,025","01:50:16,609
",they shall exert their revolutionary right
"01:50:16,692","01:50:20,650
","to dismember and overthrow that government."""
"01:50:21,567","01:50:25,109
","And if Lincoln had given that speech in Lincoln Park last summer,"
"01:50:25,192","01:50:27,400
",he'd be put on trial with the rest of us.
"01:50:27,484","01:50:31,942
","So how do you overthrow or dismember, as you say, your government peacefully?"
"01:50:32,817","01:50:35,192
","In this country, we do it every four years."
"01:50:37,234","01:50:38,275
",That's all.
"01:50:47,442","01:50:53,067
",So Chicago was just a massive voter registration drive.
"01:50:53,150","01:50:55,900
",Yeah.
"01:50:56,484","01:50:59,067
",Did you hear the tape we played of Tom Hayden?
"01:50:59,150","01:51:00,692
",- Yes. - You heard the tape?
"01:51:00,775","01:51:03,775
",Did you hear Mr. Hayden give an instruction to his people
"01:51:03,859","01:51:05,025
",to take to the streets?
"01:51:05,109","01:51:09,317
","""His people""? Hayden's not a Mafia don and neither am I."
"01:51:09,400","01:51:10,484
","Did you hear him say,"
"01:51:10,567","01:51:13,859
","""If blood is gonna flow, let it flow all over the city""?"
"01:51:13,942","01:51:17,275
",The beginning of that sentence was supposed to be...
"01:51:18,775","01:51:20,234
","Yes. Yes, I did."
"01:51:21,567","01:51:22,609
",What'd you think of that?
"01:51:25,609","01:51:28,942
",I think Tom Hayden is a badass of an American patriot.
"01:51:30,900","01:51:34,609
","I didn't ask what you thought of the man, I asked of his instruction of the crowd."
"01:51:35,234","01:51:38,275
","I've also heard Tom Hayden say, ""Let's end the war,"""
"01:51:38,359","01:51:40,234
",but nobody stopped shooting.
"01:51:40,900","01:51:44,942
","You can do anything to anything by taking it out of context, Mr. Schultz."
"01:51:45,025","01:51:48,900
","""If blood is gonna flow""? How do you take that out of context?"
"01:51:49,942","01:51:54,900
","A guy once said, ""I am come to set a man at variance with his father"
"01:51:54,984","01:51:58,234
","and the daughter against her mother."" You know who said it?"
"01:51:59,067","01:52:00,067
",Jerry Rubin.
"01:52:00,109","01:52:01,692
",Yes.
"01:52:02,359","01:52:03,359
",No.
"01:52:03,859","01:52:05,317
",It was Jesus Christ.
"01:52:05,400","01:52:07,400
",Matthew 10:35.
"01:52:07,484","01:52:10,984
",And it sure sounds like he's telling kids to kill their parents.
"01:52:11,734","01:52:15,067
",Until you read Matthew 10:34 and 10:36.
"01:52:15,942","01:52:16,775
",Do you have--
"01:52:16,859","01:52:19,775
",He'd just seen his best friend get hit in the head with a nightstick.
"01:52:20,567","01:52:23,692
","The police, Mr. Schultz, whose people are they?"
"01:52:24,275","01:52:26,984
",- Do you have contempt for your government? - Do I--
"01:52:27,067","01:52:30,400
","Yeah, do you have contempt for your government?"
"01:52:31,734","01:52:35,692
",I think the institutions of our democracy are wonderful things
"01:52:35,775","01:52:38,775
",that right now are populated by some terrible people.
"01:52:38,859","01:52:40,400
",Please answer the question.
"01:52:41,109","01:52:42,234
",Tell me again?
"01:52:48,900","01:52:50,609
",Do you have contempt for your government?
"01:52:51,234","01:52:54,859
","I'll tell you, it's nothing compared to the contempt my government has for me."
"01:52:54,942","01:52:58,817
","We've heard testimony from 27 witnesses, under oath,"
"01:52:58,900","01:53:02,734
","that say you hoped for a confrontation with the police,"
"01:53:02,817","01:53:06,150
",that your plans for the convention were designed specifically
"01:53:06,234","01:53:08,650
",to draw the police into a confrontation.
"01:53:08,734","01:53:11,609
","If I'd known it was gonna be the first wish of mine that came true,"
"01:53:11,692","01:53:12,859
",I would've aimed higher.
"01:53:12,942","01:53:14,984
","It's a yes or no question. When you came to Chicago,"
"01:53:15,067","01:53:18,567
",were you hoping for a confrontation with the police?
"01:53:29,817","01:53:31,525
",I'm concerned you have to think about it.
"01:53:32,442","01:53:34,109
","Give me a moment, would you, friend?"
"01:53:34,734","01:53:37,359
",I've never been on trial for my thoughts before.
"01:54:23,442","01:54:24,650
",All rise.
"01:54:26,692","01:54:28,734
","69 CR 180,"
"01:54:28,817","01:54:32,150
",United States of America vs. David Dellinger et al.
"01:54:42,859","01:54:46,442
","The law requires that before sentencing,"
"01:54:46,525","01:54:51,442
",I allow the defendant or defendants to make a statement to the court.
"01:54:51,525","01:54:56,442
",I've advised defense counsel that the court will allow one defendant
"01:54:56,525","01:54:59,775
","to speak for the group, and I've been advised"
"01:54:59,859","01:55:01,775
",the group has chosen Mr. Hayden.
"01:55:01,859","01:55:04,275
","- Is that right? - Yes, sir."
"01:55:04,775","01:55:08,859
","Mr. Hayden, in spite of your actions during the convention,"
"01:55:09,567","01:55:13,109
","you are the one defendant who has shown, during this trial,"
"01:55:13,775","01:55:17,859
","respect for this court and for this country,"
"01:55:17,942","01:55:20,400
",and remorse for those actions.
"01:55:20,484","01:55:23,275
",I truly believe... And I mean this.
"01:55:24,609","01:55:30,775
",I truly believe that one day you will be a very productive part of our system.
"01:55:31,650","01:55:36,900
",I'd like you to make your statement brief and without political content of any kind.
"01:55:37,609","01:55:39,609
","If you make your statement brief,"
"01:55:39,692","01:55:44,359
","if you make it respectful, if you make it remorseful and to the point,"
"01:55:45,192","01:55:49,150
",I will look favorably upon that when administering my sentence.
"01:55:51,275","01:55:53,192
",Do you understand what I've just said?
"01:55:55,275","01:55:56,359
",Mr. Hayden?
"01:55:57,192","01:55:58,192
","Yes, sir."
"01:55:59,025","01:56:01,942
",- You'll look favorably in sentencing. - Yes.
"01:56:03,650","01:56:07,067
",If I make my statement respectful and remorseful.
"01:56:07,150","01:56:08,150
",Yes.
"01:56:11,567","01:56:13,817
","I'm sorry, Your Honor, what was the third one?"
"01:56:14,442","01:56:15,442
",Brief.
"01:56:15,942","01:56:16,942
",Brief.
"01:56:19,609","01:56:22,942
","If I do these things, my government will look favorably on me."
"01:56:23,025","01:56:24,234
",You understand?
"01:56:25,234","01:56:26,234
","Yes, sir."
"01:56:27,900","01:56:29,150
",Please begin.
"01:56:30,775","01:56:31,775
",Okay.
"01:56:33,692","01:56:36,442
","Your Honor, since this trial began,"
"01:56:38,109","01:56:42,400
","4,752 US troops have been killed in Vietnam."
"01:56:45,109","01:56:48,150
",And the following... are their names.
"01:56:49,650","01:56:52,817
","""Private First Class Dennis Walter Kipp,"
"01:56:52,900","01:56:54,442
","18 years old."""
"01:56:55,025","01:56:58,442
","""Private Eric Alan Bosch, 21 years old."""
"01:56:58,525","01:56:59,525
",Mr. Kunstler!
"01:56:59,609","01:57:02,942
","""Lance Corporal Robert Earl Ellis, 19 years old."""
"01:57:03,025","01:57:06,484
",Mr. Kunstler! He will not read
"01:57:06,567","01:57:09,109
","5,000 names for the record!"
"01:57:09,192","01:57:12,359
","""Robert Ford, 21 years old."""
"01:57:12,442","01:57:13,442
",There will be order!
"01:57:13,525","01:57:16,400
","""Staff Sergeant David Cruz Chavez, 31 years old."""
"01:57:16,984","01:57:21,067
","""Lance Corporal Douglas W. Jackson, 19 years old."""
"01:57:21,150","01:57:22,859
",There will be order!
"01:57:22,942","01:57:27,234
","""Private First Class William Melvin Johnson, 20 years old."""
"01:57:27,317","01:57:28,567
",There will be order!
"01:57:28,650","01:57:31,168
","- ""Lance Corporal Robert Ryan Hammond..."" - There will be order!"
"01:57:31,192","01:57:32,275
","""...19 years old."""
"01:57:32,359","01:57:35,484
","""Corporal Philip Lawrence Jewell, 20 years old."""
"01:57:35,567","01:57:40,859
","- He will not read 4,500 names! - ""Sergeant Brian John Morrow, 19 years."""
"01:57:40,942","01:57:45,442
","""Master Sergeant James Warren Finsel, 36 years old."""
"01:57:45,525","01:57:47,109
",There will be order!
"01:57:47,192","01:57:50,775
","""Technical Sergeant James William Greenwood, 33 years old."""
"01:57:52,109","01:57:56,109
","""Specialist Fourth Class Edward B. Cribb, 21 years old."""
"01:57:56,900","01:58:00,400
","""Corporal David Michael King, 20 years old."""
"01:58:01,067","01:58:03,275
","- ""Specialist Keith Harold Reitz..."" - Order!"
"01:58:04,192","01:58:05,609
","""...21 years old."""
"01:58:06,234","01:58:07,609
",Put that down!
"01:58:07,692","01:58:12,192
","""Private First Class James Clinton DeFranco, 19 years old."""
"01:58:13,275","01:58:17,150
","""Corporal Kenneth Joe Auston, 18 years old."""
"01:58:18,359","01:58:22,567
","""First Lieutenant Donald Bryan Mancill, 24 years old."""
"01:58:24,234","01:58:25,567
",What are you doin'?
"01:58:26,984","01:58:28,359
",Respect for the fallen.
"01:58:29,900","01:58:31,567
","Let's show 'em some respect, sir."
"01:58:31,650","01:58:32,817
","""...25 years old."""
"01:58:34,984","01:58:39,067
","""Private First Class Wayne Karl Woodland, 20 years old."""
